job_title,industry,job_description,skills_required,experience_required,job_description_clean,skills_required_list
Lab Technician,Healthcare,"Lab Technician role in Healthcare requiring skills: Clinical Data Analysis, Healthcare Analytics, Python, Patient Care, Medical Terminology, Research with 5+ years experience.","Clinical Data Analysis, Healthcare Analytics, Python, Patient Care, Medical Terminology, Research",5,"lab technician role in healthcare requiring skills clinical data analysis, healthcare analytics, python, patient care, medical terminology, research with 5 years experience","['Clinical Data Analysis', 'Healthcare Analytics', 'Python', 'Patient Care', 'Medical Terminology', 'Research']"
SEO Specialist,Marketing,"SEO Specialist role in Marketing requiring skills: Google Analytics, Brand Management, SEO, Email Marketing with 9+ years experience.","Google Analytics, Brand Management, SEO, Email Marketing",9,"seo specialist role in marketing requiring skills google analytics, brand management, seo, email marketing with 9 years experience","['Google Analytics', 'Brand Management', 'SEO', 'Email Marketing']"
Mechanical Engineer,Engineering,"Mechanical Engineer role in Engineering requiring skills: SolidWorks, PLC Programming, MATLAB, AutoCAD, Robotics, Project Management with 6+ years experience.","SolidWorks, PLC Programming, MATLAB, AutoCAD, Robotics, Project Management",6,"mechanical engineer role in engineering requiring skills solidworks, plc programming, matlab, autocad, robotics, project management with 6 years experience","['SolidWorks', 'PLC Programming', 'MATLAB', 'AutoCAD', 'Robotics', 'Project Management']"
Software Engineer,Technology,"Software Engineer role in Technology requiring skills: Node.js, Kubernetes, Cloud, Java with 4+ years experience.","Node.js, Kubernetes, Cloud, Java",4,"software engineer role in technology requiring skills nodejs, kubernetes, cloud, java with 4 years experience","['Node.js', 'Kubernetes', 'Cloud', 'Java']"
Sales Analyst,Sales,"Sales Analyst role in Sales requiring skills: Excel, Lead Generation, Business Development with 7+ years experience.","Excel, Lead Generation, Business Development",7,"sales analyst role in sales requiring skills excel, lead generation, business development with 7 years experience","['Excel', 'Lead Generation', 'Business Development']"
AI Researcher,Data,"AI Researcher role in Data requiring skills: PowerBI, Deep Learning, NLP, SQL, Excel, Machine Learning with 10+ years experience.","PowerBI, Deep Learning, NLP, SQL, Excel, Machine Learning",10,"ai researcher role in data requiring skills powerbi, deep learning, nlp, sql, excel, machine learning with 10 years experience","['PowerBI', 'Deep Learning', 'NLP', 'SQL', 'Excel', 'Machine Learning']"
Digital Marketing Analyst,Marketing,"Digital Marketing Analyst role in Marketing requiring skills: Marketing Strategy, SEO, Brand Management with 3+ years experience.","Marketing Strategy, SEO, Brand Management",3,"digital marketing analyst role in marketing requiring skills marketing strategy, seo, brand management with 3 years experience","['Marketing Strategy', 'SEO', 'Brand Management']"
Risk Analyst,Finance,"Risk Analyst role in Finance requiring skills: SQL, Budgeting, Excel, Forecasting with 5+ years experience.","SQL, Budgeting, Excel, Forecasting",5,"risk analyst role in finance requiring skills sql, budgeting, excel, forecasting with 5 years experience","['SQL', 'Budgeting', 'Excel', 'Forecasting']"
Accountant,Finance,"Accountant role in Finance requiring skills: Excel, Financial Analysis, Investment Modeling, Forecasting, Taxation with 6+ years experience.","Excel, Financial Analysis, Investment Modeling, Forecasting, Taxation",6,"accountant role in finance requiring skills excel, financial analysis, investment modeling, forecasting, taxation with 6 years experience","['Excel', 'Financial Analysis', 'Investment Modeling', 'Forecasting', 'Taxation']"
Robotics Engineer,Engineering,"Robotics Engineer role in Engineering requiring skills: Robotics, PLC Programming, MATLAB, CAD, SolidWorks with 2+ years experience.","Robotics, PLC Programming, MATLAB, CAD, SolidWorks",2,"robotics engineer role in engineering requiring skills robotics, plc programming, matlab, cad, solidworks with 2 years experience","['Robotics', 'PLC Programming', 'MATLAB', 'CAD', 'SolidWorks']"
Operations Manager,Operations,"Operations Manager role in Operations requiring skills: Supply Chain, Process Improvement, Logistics, Agile, Excel, Lean Six Sigma with 5+ years experience.","Supply Chain, Process Improvement, Logistics, Agile, Excel, Lean Six Sigma",5,"operations manager role in operations requiring skills supply chain, process improvement, logistics, agile, excel, lean six sigma with 5 years experience","['Supply Chain', 'Process Improvement', 'Logistics', 'Agile', 'Excel', 'Lean Six Sigma']"
Medical Data Analyst,Healthcare,"Medical Data Analyst role in Healthcare requiring skills: Python, Biostatistics, Medical Terminology, Patient Care, Clinical Data Analysis, Healthcare Analytics, Research with 4+ years experience.","Python, Biostatistics, Medical Terminology, Patient Care, Clinical Data Analysis, Healthcare Analytics, Research",4,"medical data analyst role in healthcare requiring skills python, biostatistics, medical terminology, patient care, clinical data analysis, healthcare analytics, research with 4 years experience","['Python', 'Biostatistics', 'Medical Terminology', 'Patient Care', 'Clinical Data Analysis', 'Healthcare Analytics', 'Research']"
Nurse,Healthcare,"Nurse role in Healthcare requiring skills: Research, Python, Patient Care with 3+ years experience.","Research, Python, Patient Care",3,"nurse role in healthcare requiring skills research, python, patient care with 3 years experience","['Research', 'Python', 'Patient Care']"
Project Manager,Operations,"Project Manager role in Operations requiring skills: Excel, Logistics, Project Management, Supply Chain, Agile with 7+ years experience.","Excel, Logistics, Project Management, Supply Chain, Agile",7,"project manager role in operations requiring skills excel, logistics, project management, supply chain, agile with 7 years experience","['Excel', 'Logistics', 'Project Management', 'Supply Chain', 'Agile']"
Teacher,Education,"Teacher role in Education requiring skills: Teaching, Curriculum Design, Research, Communication with 7+ years experience.","Teaching, Curriculum Design, Research, Communication",7,"teacher role in education requiring skills teaching, curriculum design, research, communication with 7 years experience","['Teaching', 'Curriculum Design', 'Research', 'Communication']"
Operations Manager,Operations,"Operations Manager role in Operations requiring skills: Agile, Supply Chain, Logistics, Excel with 7+ years experience.","Agile, Supply Chain, Logistics, Excel",7,"operations manager role in operations requiring skills agile, supply chain, logistics, excel with 7 years experience","['Agile', 'Supply Chain', 'Logistics', 'Excel']"
Investment Analyst,Finance,"Investment Analyst role in Finance requiring skills: Budgeting, Accounting, Forecasting, Financial Analysis with 3+ years experience.","Budgeting, Accounting, Forecasting, Financial Analysis",3,"investment analyst role in finance requiring skills budgeting, accounting, forecasting, financial analysis with 3 years experience","['Budgeting', 'Accounting', 'Forecasting', 'Financial Analysis']"
Risk Analyst,Finance,"Risk Analyst role in Finance requiring skills: Accounting, Investment Modeling, Forecasting with 9+ years experience.","Accounting, Investment Modeling, Forecasting",9,"risk analyst role in finance requiring skills accounting, investment modeling, forecasting with 9 years experience","['Accounting', 'Investment Modeling', 'Forecasting']"
Education Consultant,Education,"Education Consultant role in Education requiring skills: Research, Teaching, Curriculum Design, Educational Technology with 6+ years experience.","Research, Teaching, Curriculum Design, Educational Technology",6,"education consultant role in education requiring skills research, teaching, curriculum design, educational technology with 6 years experience","['Research', 'Teaching', 'Curriculum Design', 'Educational Technology']"
Marketing Manager,Marketing,"Marketing Manager role in Marketing requiring skills: Email Marketing, Brand Management, Excel, Google Analytics, PPC with 5+ years experience.","Email Marketing, Brand Management, Excel, Google Analytics, PPC",5,"marketing manager role in marketing requiring skills email marketing, brand management, excel, google analytics, ppc with 5 years experience","['Email Marketing', 'Brand Management', 'Excel', 'Google Analytics', 'PPC']"
Frontend Developer,Technology,"Frontend Developer role in Technology requiring skills: Git, Microservices, Linux, Node.js, C++ with 9+ years experience.","Git, Microservices, Linux, Node.js, C++",9,"frontend developer role in technology requiring skills git, microservices, linux, nodejs, c with 9 years experience","['Git', 'Microservices', 'Linux', 'Node.js', 'C++']"
Education Consultant,Education,"Education Consultant role in Education requiring skills: Python, Curriculum Design, Communication, Educational Technology, Research, Teaching with 8+ years experience.","Python, Curriculum Design, Communication, Educational Technology, Research, Teaching",8,"education consultant role in education requiring skills python, curriculum design, communication, educational technology, research, teaching with 8 years experience","['Python', 'Curriculum Design', 'Communication', 'Educational Technology', 'Research', 'Teaching']"
Auditor,Finance,"Auditor role in Finance requiring skills: Excel, Risk Management, Budgeting, Financial Analysis, Forecasting, Accounting with 2+ years experience.","Excel, Risk Management, Budgeting, Financial Analysis, Forecasting, Accounting",2,"auditor role in finance requiring skills excel, risk management, budgeting, financial analysis, forecasting, accounting with 2 years experience","['Excel', 'Risk Management', 'Budgeting', 'Financial Analysis', 'Forecasting', 'Accounting']"
Professor,Education,"Professor role in Education requiring skills: Research, Curriculum Design, Python, Communication with 6+ years experience.","Research, Curriculum Design, Python, Communication",6,"professor role in education requiring skills research, curriculum design, python, communication with 6 years experience","['Research', 'Curriculum Design', 'Python', 'Communication']"
